"id"	"type"	"review"
40378	"Con"	"Nokia Customer Service"
40379	"Con"	"too big for me"
40380	"Con"	"None"
40381	"Con"	"i dont have any     SORRY"
40382	"Con"	"Power button."
40383	"Con"	"Slightly larger than the ideal cell size (for me)"
40384	"Con"	"none"
40385	"Con"	"price"
40386	"Con"	"none (compared to 8860)"
40387	"Con"	"Has an annoying arial!"
40388	"Con"	"1 number per person, bulky, heavy, short battery life, bad ringtones, no web access"
40389	"Con"	"none"
40390	"Con"	"Battery tends to loosen over time and loose contact."
40391	"Con"	"The whole phone is awful"
40392	"Con"	"A little big"
40393	"Con"	"Keys a little hard to press, no wireless web"
40394	"Con"	"you have to buy keys along with the faceplate"
40395	"Con"	"A little heavier than other phones, also, accessories can be expensive at times."
40396	"Con"	"Much larger than newer versions on the market."
40397	"Con"	"None that I know of so far."
40398	"Con"	"battery life is a little short..."
40399	"Con"	"a little heavy to clip on that hot little Friday night outfit!"
40400	"Con"	"Bad reception, battery slides off too easily, doesn't always ring"
40401	"Con"	"heavy, a bit bulky"
40402	"Con"	"Not too many options"
40403	"Con"	"Same old tones"
40404	"Con"	"battery comes loose it will disconnect your phone-Bad reception at times"
40405	"Con"	"Static is occasionally a problem"
40406	"Con"	"Complicated to understand at times because of small size."
40407	"Con"	"complicated menus.  Construction could have been better."
40408	"Con"	"Everything"
40409	"Con"	"Not too many features."
40410	"Con"	"Static"
40411	"Con"	"Not enough towers"
40412	"Con"	"Too big. Ear phone detaches too easily. The battery detaches too easily"
40413	"Con"	"battery comes off easily, turns off on its own"
40414	"Con"	"Battery dies very fast, Cant use old face plates on new nokia"
40415	"Con"	"Supplied battery doesn't last very long without a charge."
40416	"Con"	"Limited Battery and technical/manufacturing problems with first phone I received"
40417	"Con"	"ClubNokia not available in the USA."
40418	"Con"	"Reception was a big problem. No internet access, no vibration mode"
40419	"Con"	"Can't dock it to a Mac."
40420	"Con"	"I did not like how heavy and big the phone is."
40421	"Con"	"Big, Heavy, Screen Isn't Color."
40422	"Con"	"No com.interfaced,B&W screen,no viberate ring,Texts tones,good basic?"
40423	"Con"	"None that I know of"
40424	"Con"	"big"
40425	"Con"	"Lots of dropped calls & cutoffs, but that could've just been Cingular"
40426	"Con"	"Oddly large antenna, it gets in the way"
40427	"Con"	"Not Cheap, Less Features than cheaper phones"
40428	"Con"	"It's difficult to learn how to do things with this phone, poorly written manual."
40429	"Con"	"Manual inadequate."
40430	"Con"	"dropped calls, hard to use for some"
40431	"Con"	"Non-alphabetized phonebook, BUT this phone has voice activated dialing! Manual could be better."
40432	"Con"	"Certain options may seem limited to some."
40433	"Con"	"No voice dialing"
40434	"Con"	"cannot alphabetize phone book; manual not especially helpful; T9 text entry sometimes a pain"
40435	"Con"	"battery LIFE!"
40436	"Con"	"Battery life so-so, phone book access a bit cumbersome"
40437	"Con"	"Slightly clunky interface, can't open easily with one hand."
40438	"Con"	"Horrible user manual and insulting manufacturer support."
40439	"Con"	"Hard to open one handed, calendar isn't large memory-wise."
40440	"Con"	"Non-alphabetized phonebook, BUT this phone has voice activated dialing! Manual could be better."
40441	"Con"	"Buggy software and manual, no GPS or time/cost management capabilities"
40442	"Con"	"Less than stellar manual, price varies greatly, button placement could be awkward for lefties."
40443	"Con"	"Users manual could be a little clearer and more detailed."
40444	"Con"	"terrible phone book if you're used to motorola, bad manual, dropped calls"
40445	"Con"	"Phone book not alphabetical, Manual not helpful, Menus sometimes cumbersome"
40446	"Con"	"Horrible user manual, quirky menus."
40447	"Con"	"Absolutely stupid phone book, can't read display with sun glasses on."
40448	"Con"	"size, dropped calls, volume, menus and phonebook"
40449	"Con"	"Menu and phonebook"
40450	"Con"	"loudest ring may not be loud enough, attenae tends to stab me in the side"
40451	"Con"	"External caller id window gets scratched, the phone is a bit thicker than StarTac"
40452	"Con"	"Lgi's reputation, customer support, battery life"
40453	"Con"	"Clumsy/inconsistent user interface, questionable battery life, poor mfg support, somewhat weak reception."
40454	"Con"	"User manual, menus take getting used to."
40455	"Con"	"manual is okay but confusing at times."
40456	"Con"	"Phonebook"
40457	"Con"	"None for the ""average"" user"
40458	"Con"	"Bad manual, quirky menus, so-so battery"
40459	"Con"	"Doesn't have an 'ignore call' feature"
40460	"Con"	"Battery life after 6 months, lacks some features available today"
40461	"Con"	"large antenna, battery life"
40462	"Con"	"The phonebook is a little clumsy.  T9 text confuses me."
40463	"Con"	"Poor reception and numerous dropped calls. Thickness detracts from its overall small size."
40464	"Con"	"poor at pulling in weak signals"
40465	"Con"	"Poor sound quality, flimsy, buttons too small, battery life too short, expensive"
40466	"Con"	"Battery life could be a little longer."
40467	"Con"	"Thick, due to clamshell design.  Menus can be cumbersome."
40468	"Con"	"Inadequate manual for something with so many features"
40469	"Con"	"The phone does not turn to ring only when a charger is conneected."
40470	"Con"	"It is not as user friendly as other phones I have used."
40471	"Con"	"Semi-intuitive user interface; Okay battery life; Poor user manual"
40472	"Con"	"sometimes does not ring or vibrate when text message"
40473	"Con"	"Very small when closed.  The phonebook is a little clumsy.  T9 text entry is painful."
40474	"Con"	"Menu interface, documentation, support"
40475	"Con"	"use of features, batter life"
40476	"Con"	"Address Book"
40477	"Con"	"Phonebook not alphabetized by the phone itself, Manual is a bit hard to understand"
40478	"Con"	"Too small, it is hard to push a button it is so small"
40479	"Con"	"No auto-answer unless using car kit, alert beeps are watch-like and easy to miss."
40480	"Con"	"Horrible Phone Book (not alphabetized), Weak Calendar/Scheduler"
40481	"Con"	"Phonebook, some of the default settings (explained in my review)"
40482	"Con"	"ringer/vibrator"
40483	"Con"	"Owner's Manual could be more detailed."
40484	"Con"	"None"
40485	"Con"	"Battery life"
40486	"Con"	"not a ""name brand"""
40487	"Con"	"battery and phone book"
40488	"Con"	"Manual could be a little more user-friendly"
40489	"Con"	"unable to alphabetize phone book, not user-friendly&#13;&#10;"
40490	"Con"	"Non-alphabetical phone book; manual could be better"
40491	"Con"	"Manual poorly written/translated"
40492	"Con"	"cant think of anything"
40493	"Con"	"Poor battery life."
40494	"Con"	"battery life is average"
40495	"Con"	"slightly bulky, price"
40496	"Con"	"phonebook does not alphabetize"
40497	"Con"	"Battery life"
40498	"Con"	"single band, dust"
40499	"Con"	"Very short battery life - very limited volume on ring, accessories are a nightmare!"
40500	"Con"	"the manual isn't very good"
40501	"Con"	"Very Very Very difficult and annoying to use."
40502	"Con"	"Terrible manual, no sync. software, high radiation, hard to find accessories, heavy, small phone book."
40503	"Con"	"Instruction manual poor"
40504	"Con"	"Not quite pager sized (Hey, It's all I could think of!)."
40505	"Con"	"No alphabetical sorted phone list.  Battery Life seems much less than Startac 7768."
40506	"Con"	"strangely large antenna."
40507	"Con"	"Number of Keys required to press to view address book"
40508	"Con"	"So far no cons for me :)"
40509	"Con"	"Can't use half the features thanks to The Interface From Hell. Antenna makes shoulder-holders shrug."
40510	"Con"	"None"
40511	"Con"	"BIG PROBLEM WITH THE FLIP HINGES ITS BREAKS EASILY."
40512	"Con"	"Dumbest manual known to mankind, difficult address book, little support"
40513	"Con"	"Careful how you enter names, It does not put names in alphabetical order."
40514	"Con"	"Bad design of the hinge - defective"
40515	"Con"	"No audible beep when keys are pressed for accessing voice mail, etc..."
40516	"Con"	"Phone Book, Cumbersome Menus, too thick"
40517	"Con"	"User manual, menus not the most friendly"
40518	"Con"	"User manual useless.  Phone book not easily accessed-hurray for voice dialing! Cannot download ringtones.  :("
40519	"Con"	"Address Book Lookup is Screwy, Phone Heats up in Analog, Battery Life, Ring Tones"
40520	"Con"	"No Alpha Phone Book, Dropped Calls, Weak Battery/Signal/Volume. Poor Alerts/Menues/Manual/No Speakerphone"
40521	"Con"	"Too long to turn ON/OFF, only 20 voice-dialing numbers, battery life a bit short"
40522	"Con"	"Inaudible ringer, poor battery"
40523	"Con"	"reception could be better, sound quality not as good as nokia"
40524	"Con"	"non-alphebatized phone book, no games, bad rings"
40525	"Con"	"MANUAL, BATTERY LIFE, AND HOLSTER TENDS TO BE DIFFICULT TO TAKE PHONE OUT."
40526	"Con"	"No Normal Rings, Outdated, No Games, Slow Boot-up Time"
40527	"Con"	"Terrible Web interface, No games or calculator, No voice-activated dialing, no speakerphone"
40528	"Con"	"Front face plate scratches easily. Slippery back plate."
40529	"Con"	"long games load times, hard to retrieve a phone number"
40530	"Con"	"menus and price..."
40531	"Con"	"Too small?"
40532	"Con"	"Small, case creaks in my ear, drops calls, looks like bar of soap, unresponsive buttons"
40533	"Con"	"small footprint, animation poor, navigation could be better"
40534	"Con"	"small number keys"
40535	"Con"	"Bad reception, low ring volume."
40536	"Con"	"It's a Siemens phone"
40537	"Con"	"can be hard to hear on"
40538	"Con"	"No Color Screen."
40539	"Con"	"Long loading time, vibrate option is iffy."
40540	"Con"	"Looks cheapy,difficult to hear on loud environments"
40541	"Con"	"None"
40542	"Con"	"Weak Speaker, Somewhat glitchy, Bad Voice commands, no full color? =)"
40543	"Con"	"Only available through one carrier, pricey, limited accessories"
40544	"Con"	"short battery, press any key-press to put through"
40545	"Con"	"Below average battery life, lack of accessories, no on-board programs/utilities, speaker volume"
40546	"Con"	"may be too small or light for those who lose things easily"
40547	"Con"	"Speakerphone capability stinks"
40548	"Con"	"Voice activation, small keys, poor battery life (after 24 hours, 5 calls it is dead)."
40549	"Con"	"very short battery life"
40550	"Con"	"Battery life, easy to scratch/chip, small/lightweight."
40551	"Con"	"not as easily navigable as a Nokia, somewhat toylike"
40552	"Con"	"see:&#13;&#10;http://www.epinions.com/content_48058371716&#13;&#10;"
40553	"Con"	"Reception,scratches easily, voice commands are a joke"
40554	"Con"	"not very big"
40555	"Con"	"Battery life. Awkward phone book."
40556	"Con"	"low speaker volume, no web capacities!!!"
40557	"Con"	"tall, no wireless web choices"
40558	"Con"	"low volume"
40559	"Con"	"hate the little antenna"
40560	"Con"	"None"
40561	"Con"	"Low, Low, did I say low volume on both ring and ear speaker."
40562	"Con"	"Can only purchase accessories from ATT"
40563	"Con"	"not enough bang for the buck, bad connections"
40564	"Con"	"lack of features"
40565	"Con"	"Needs an extended battery (see review)"
40566	"Con"	"ATT carrier in the city"
40567	"Con"	"small ringtone selection"
40568	"Con"	"the absolute worst reception ever.  lots of dropped calls."
40569	"Con"	"Shorter battery life?"
40570	"Con"	"Could be louder, high radiation level, battery life isn't impressive"
40571	"Con"	"No games"
40572	"Con"	"no games, no calculator, new ringtones require complex programming, voice recognition needs work"
40573	"Con"	"GREAT PHONE LIST..."
40574	"Con"	"buttons are small, hard to find accessories except on line or from AT&T."
40575	"Con"	"Battery life, bad ring tones, hard to hear with background noise."
40576	"Con"	"Very expensive. Power-hungry."
40577	"Con"	"Some phone functions are awkward &#150; list scrolling in particular. Low battery life."
40578	"Con"	"Battery life, screen in daytime."
40579	"Con"	"Screen could use a bit of help, Palm/Phone integration not 100% yet"
40580	"Con"	"It's a brick, freezes regularly, screen on sunny days, serial connection"
40581	"Con"	"Large size"
40582	"Con"	"Screen quality in bright sunlight, Serial based hot sync cradle."
40583	"Con"	"EXPENSIVE; only works with Sprint's PCS service; takes some getting used to."
40584	"Con"	"May be inconvenient if you don't want to use a Palm device."
40585	"Con"	"Is $500, but is perfect meld of phone and Palm."
40586	"Con"	"If you have big fingers, you'll need to use the stylus to make phone calls."
40587	"Con"	"Can be a little confusing at first"
40588	"Con"	"Old technology.  Obsolete and useless web browser"
40589	"Con"	"Don't Change batteries, Cost, Color screen could be better , Hard to see in daylight"
40590	"Con"	"will freeze on you; bigger than most phones"
40591	"Con"	"A little too big, some problems with 3d party apps, bugs, stylus problems"
40592	"Con"	"First Generation Product Still Has Major Flaws"
40593	"Con"	"Accessing numbers not using the stylus&#13;&#10;takes too long with scroll buttons"
40594	"Con"	"Graffiti writing requires some practice, dim screen in sunlight, poor speakerphone pickup"
40595	"Con"	"Small screen, hard to see screen in bright sunlight."
40596	"Con"	"Silver/Slick finish makes easy to slip out of hands.  Accessories hard to find.  8mb limitation."
40597	"Con"	"Fragile, lacks expansion slots, inferior case options"
40598	"Con"	"Is first of its kind offered by Samsung - could use improvement"
40599	"Con"	"No buttons for dialing * &#13;&#10;Dim in sunlight"
40600	"Con"	"None"
40601	"Con"	"Bad button placement, touch screen and call do not mix well."
40602	"Con"	"Ringer volume, speaker clarity, price"
40603	"Con"	"no USB syncing..., sprint does not provide SMTP services for sending email."
40604	"Con"	"No USB cable available, you have to get a serial to USB converter."
40605	"Con"	"Hard to use one-handed; Goes to sleep (screen) while on speakerphone."
40606	"Con"	"nothing yet."
40607	"Con"	"Few.  Battery life is good, but a daily charge is needed."
40608	"Con"	"Serial-only PC connection, blocky design sometimes hard to handle, FORGET about using it in sunlight."
40609	"Con"	"Oversized as a phone, hard to see display in day time"
40610	"Con"	"bulky, poor battery life, screen not visible in sunlight"
40611	"Con"	"battery life"
40612	"Con"	"Screen brightness, no 3G compatibility, no downloadable ring tones, ringer too quiet, battery life weak"
40613	"Con"	"Battery Life, Screen hard to see in direct day light."
40614	"Con"	"Size, weight, price, availability, reception, the hours of teasing edured from co-workers."
40615	"Con"	"Prohibitively expensive."
40616	"Con"	"Doesn't have full functionality of either a PDA or a Phone; heavy & large."
40617	"Con"	"Closed system, not possible to install after market symbian programs"
40618	"Con"	"Maybe too much of everything"
40619	"Con"	"Poor clarity unresponsive keypad"
40620	"Con"	"Expensive, difficult to turn off, minor phone annoyances"
40621	"Con"	"Small keypad, requires Bluetooth (no data cable), battery life, a bit large"
40622	"Con"	"Small, too close together buttons on keypad.  Slippery plastic finish, hold on tight."
40623	"Con"	"Quality of video-clips not as great as pictures."
40624	"Con"	"Transmission quality not too great"
40625	"Con"	"NONE"
40626	"Con"	"Reception, Ringing Tone Volume, Battery Life"
40627	"Con"	"Poor reception."
40628	"Con"	"I will never use all of the features!!!"
40629	"Con"	"how'd i make that call?"
40630	"Con"	"Poor reception leads to frequent call dropping."
40631	"Con"	"Plain looking, Indoor connection intermittent"
40632	"Con"	"3rd party designer keypads prone to wear"
40633	"Con"	"No industry standard headset connector."
40634	"Con"	"Bad reception in dorm buildings, Size could be smaller"
40635	"Con"	"Can't turn off LEDs; Some factors can cause echoing."
40636	"Con"	"Can be slightly uncomfortable in pocket, hard to reach volume control"
40637	"Con"	"Not an ergonomic keyboard, SIM-locked in my case"
40638	"Con"	"Could be clearer, semi-dated"
40639	"Con"	"Dumb ring tones"
40640	"Con"	"reception problems"
40641	"Con"	"None for me."
40642	"Con"	"is an older model so it lacks certain features"
40643	"Con"	"Since so many people have this phone, whenever you hear one ring, you always look and see if it is yours! ;)"
40644	"Con"	"Damn thing won't find or keep a signal!"
40645	"Con"	"Easily dialed accidentally."
40646	"Con"	"belt clip"
40647	"Con"	"a little dated, no web access available"
40648	"Con"	"no vibrating capability w/o battery, weak battery"
40649	"Con"	"none"
40650	"Con"	"Antenna Close to Head, Some Problems with Call Quality"
40651	"Con"	"Well, I guess it doesn't give me back massages"
40652	"Con"	"When you leave it at home, you're just another geek without a cell phone"
40653	"Con"	"A little heavy"
40654	"Con"	"loose battery"
40655	"Con"	"Has space for only one custom ring tone, no voice-activated dialing or conference calling"
40656	"Con"	"must purchase vibrating battery separately for $80"
40657	"Con"	"now seems old technology"
40658	"Con"	"Battery life"
40659	"Con"	"none so far"
40660	"Con"	"Illumination kind of dim in dark light situations."
40661	"Con"	"Sometimes has trouble picking up a signal where there is a lot of interferance."
40662	"Con"	"Signal Reception, Coverage Area."
40663	"Con"	"Bigger (than today's phones), Weight"
40664	"Con"	"Can't think of any"
40665	"Con"	"I dont have a con"
40666	"Con"	"none that I know of"
40667	"Con"	"Okay, so it only has 100 numbers, a few games, and a dozen rings"
40668	"Con"	"Costs more than some would want to spend"
40669	"Con"	"Banner changing"
40670	"Con"	"A little bit small"
40671	"Con"	"monthly charges add up"
40672	"Con"	"battery problems, phone malfunction"
40673	"Con"	"Drop calls and it only works in certain areas. It's not both digital and analog."
40674	"Con"	"navi-key can be confusing when attempting to use in-call features"
40675	"Con"	"nothing"
40676	"Con"	"No Vibrate option for calls"
40677	"Con"	"picks up your surroundings more than other phones"
40678	"Con"	"kinda bulky"
40679	"Con"	"1. Sometimes poor reception  2. Many newer Nokia phones available"
40680	"Con"	"Does not support 3-way calling with Cingular"
40681	"Con"	"Loses battery power rather fast."
40682	"Con"	"Kind of heavy"
40683	"Con"	"low tones/rings"
40684	"Con"	"none"
40685	"Con"	"SIM warm up is slow"
40686	"Con"	"um..none"
40687	"Con"	"Kind of Heavy"
40688	"Con"	"gets VERY hot when on analog"
40689	"Con"	"maybe a little thick, but still a trim package"
40690	"Con"	"Size, weight, lack of style and class, frightening unreliability, it's not exactly 'cute'"
40691	"Con"	"Static!"
40692	"Con"	"none"
40693	"Con"	"ends up costing alot to buy all the different things"
40694	"Con"	"You can't always hear the phone ringing, and to purchase the vibrating battery it's $100.00."
40695	"Con"	"Small, no new tech features"
40696	"Con"	"Could be smaller"
40697	"Con"	"Wireless provider will determine your happiness"
40698	"Con"	"Read my opinion"
40699	"Con"	"can't think of any."
40700	"Con"	"NONE"
40701	"Con"	"signal strength, i think this has to do with providers"
40702	"Con"	"Vibrate mode"
40703	"Con"	"not many for the money"
40704	"Con"	"Kind of Big"
40705	"Con"	"becoming dated by newer technology"
40706	"Con"	"Breaks easily"
40707	"Con"	"Weak reception, No Vibrator Ringing"
40708	"Con"	"battery life is mediocre"
40709	"Con"	"No flip front option"
40710	"Con"	"Signal Strength"
40711	"Con"	"Standard battery is horrible!"
40712	"Con"	"Flimsy?"
40713	"Con"	"Poor reception. Awkward user mode. Turns itself off with no warning."
40714	"Con"	"relatively poor reception"
40715	"Con"	"Bad reception, short battery life"
40716	"Con"	"old now"
40717	"Con"	"Poor reception"
40718	"Con"	"Bulky, Menu layout"
40719	"Con"	"Could have been a little more compact"
40720	"Con"	"Have to buy a vibrating battery."
40721	"Con"	"Nothing"
40722	"Con"	"No Profiles, RF performance, slow menus."
40723	"Con"	"Ugly menu"
40724	"Con"	"antenna close to head."
40725	"Con"	"Phone shuts itself off constantly"
40726	"Con"	"I use voice stream,,,, but they are getting better"
40727	"Con"	"What cons?"
40728	"Con"	"Malfunctions"
40729	"Con"	"sprint is wider"
40730	"Con"	"Bad reception in some places."
40731	"Con"	"lacks stylishness, less then adequate reception"
40732	"Con"	"None"
40733	"Con"	"None"
40734	"Con"	"none!"
40735	"Con"	"can't handle too many fumbles"
40736	"Con"	"Not comfortable for long conversations"
40737	"Con"	"Better ones are available on the market."
40738	"Con"	"Even with a cover, sometimes buttons get hit"
40739	"Con"	"everything else"
40740	"Con"	"Sometimes weak signal, even on interstates . . ."
40741	"Con"	"batter life not so great, can't store full names if too long"
40742	"Con"	"ear piece"
40743	"Con"	"Weak reception, No Vibrator Ringing"
40744	"Con"	"Not many features"
40745	"Con"	"Big and Heavy."
40746	"Con"	"Expensive from Cingular Wireless, isn't the antenna a bit big?!"
40747	"Con"	"Small display, somewhat dated, interface just OK"
40748	"Con"	"Antenna, Display could be a bit brighter and more visible, adding rigntone"
40749	"Con"	"Antenna is vulnerable"
40750	"Con"	"none"
40751	"Con"	"bad battery life, non-intuitive menus, no search in phonebook, rings not loud"
40752	"Con"	"Lame games!!!! but easily over looked"
40753	"Con"	"NO FRILLS LIKE COLORS OR PICTURES"
40754	"Con"	"No Back-light at night."
40755	"Con"	"Rather Large Antenna, Quirky Motorola V Series User Interface and menus."
40756	"Con"	"Mediocre interface, lacks new features"
40757	"Con"	"Have not found yet"
40758	"Con"	"no ringtones, no way to change heading/logo"
40759	"Con"	"Sketchy service in areas without two or more bars."
40760	"Con"	"No color screen."
40761	"Con"	"Numbers don't light up"
40762	"Con"	"Battery life, little customization, dim in some conditions, pricey."
40763	"Con"	"Battery Life, Buzzing near TV and Phones and long stubby antenna"
40764	"Con"	"Screen could be brighter, holster clip could be easier to use, battery life"
40765	"Con"	"horrid battery life, can't download ringtones, don't leave the interstate"
40766	"Con"	"price for average joe like you and me ... only one I can think of"
40767	"Con"	"More fragile then any other Nextel, not as small as conventional cell phones."
40768	"Con"	"Battery Life, Randomly Turns off, Low Battery Warning, Must turn off occasionally"
40769	"Con"	"Compared to some phones now, it may be big and it doesn't have color screen"
40770	"Con"	"Two SMS is horribly integrated, service, expensive"
40771	"Con"	"Phonebook menus could be better"
40772	"Con"	"Not cheap to replace if you lose it."
40773	"Con"	"Compared to some phones available, larger than one would want"
40774	"Con"	"kinda heavy, reception not always best"
40775	"Con"	"Should be a way to turn vibrate on without opening flip"
40776	"Con"	"Unusable holster, short battery life and always buzzing around speakers"
40777	"Con"	"The battery life like any phone isn't that great."
40778	"Con"	"the on/off button is a little 'touchy'"
40779	"Con"	"Wish it was a little smaller"
40780	"Con"	"a bit biger than most flip phones"
40781	"Con"	"size of display, no custom ring tones per caller, limited use in remote areas"
40782	"Con"	"Can not download ring tones, battery life"
40783	"Con"	"short battery life, small display"
40784	"Con"	"stock belt clip easily broken, battery life no more than two days with regular use"
40785	"Con"	"non yet!"
40786	"Con"	"Battery life sucks, expensive, not many custom features."
40787	"Con"	"Nothing!"
40788	"Con"	"When the flip is slammed closed it makes a oval mark on the screen, battery"
40789	"Con"	"a little high in cost, but then again, all are"
40790	"Con"	"kind of small size screen, battery life isnt the greatest"
40791	"Con"	"screen a bit dark, voice dial not accurate, bat life.."
40792	"Con"	"Battery life, electronic interference"
40793	"Con"	"Dealing with Nextel.  Poor service"
40794	"Con"	"no cons at all really"
40795	"Con"	"Price"
40796	"Con"	"At $199, still more than most are willing to pay"
40797	"Con"	"wireless web access pricey, battery easily detachable, small means it's easy to misplace or lose"
40798	"Con"	"no games"
40799	"Con"	"The price might make that mouth quite dry too..."
40800	"Con"	"Doesn't measure signal very well, T-9 ""word guessing"" software is annoying."
40801	"Con"	"No games? Battery life might be a trifle suspect"
40802	"Con"	"No games, Wireless Web"
40803	"Con"	"voice activated dial sometimes iffy"
40804	"Con"	"Does not fit well in case, difficult to remove car recharger socket cover"
40805	"Con"	"maybe a little confusing at first."
40806	"Con"	"Worst reception imaginable, laden with useless features, no downloadable ringtones"
40807	"Con"	"A bit expensive; no customizable ringtones; some still find it too bulky."
40808	"Con"	"Somewhat pricey, may measure signal strength inaccurately"
40809	"Con"	"It is a bit pricey and somewhat too signal ""happy""."
40810	"Con"	"A little pricey at $180 now.  No tri-mode capability"
40811	"Con"	"Signal indicator too optimistic, cumbersome interface for advanced features"
40812	"Con"	"none for what I wanted, but the reception is not as good as my 8500."
40813	"Con"	"High priced, easy to lose (the belt clip/holster doesn't hold the phone"
40814	"Con"	"WAP browser, Sprint"
40815	"Con"	"My first one was defective! Retail price is too high."
40816	"Con"	"No voice recorder, different battery to old phones."
40817	"Con"	"A bit on the expensive side, but worth it."
40818	"Con"	"Battery life not as advertised"
40819	"Con"	"no games, becoming outdated"
40820	"Con"	"Can't Download Ringers, T9 Word style of entering in info is confusing but optional"
40821	"Con"	"Cannot download ringers"
40822	"Con"	"Very few--only outdated by newer technology"
40823	"Con"	"Everything Else, Poor Reception, Dropped Calls ,poor Voice Quality"
40824	"Con"	"Reception is middle of road.  Better than most, but not as good as the best."
40825	"Con"	"Ringers, Not all buttons are shielded by flip case."
40826	"Con"	"Disappearing (is Panasonic even making cellular phones anymore?)"
40827	"Con"	"Bulky. &#13;&#10;Not many bells and whistles."
40828	"Con"	"Size of the GSP 1600 is not small but you get use to it."
40829	"Con"	"Price (but it's a bargain compared to others in its class)"
40830	"Con"	"Range"
40831	"Con"	"Listed in the review."
40832	"Con"	"Somewhat clunky, window gets scratched and becomes hard to see through"
40833	"Con"	"Can't find a good headset"
40834	"Con"	"Sprint PCS service"
40835	"Con"	"none"
40836	"Con"	"None I've found."
40837	"Con"	"reception, battery life."
40838	"Con"	"Somewhat pricey."
40839	"Con"	"Known hinge defect.  Short battery life."
40840	"Con"	"A bit heavy"
40841	"Con"	"Digital service areas are still growing - analog can cost you extra money"
40842	"Con"	"None that I've experienced"
40843	"Con"	"none"
40844	"Con"	"Battery life, Phone book difficult to quickly navigate"
40845	"Con"	"Rather bulky for the size, battery life, phone book"
40846	"Con"	"Non-alphabetized phonebook, BUT this phone has voice activated dialing! Manual could be better."
40847	"Con"	"Lacks dedicated mail button, some features are buried,"
40848	"Con"	"Battery life, thick size"
40849	"Con"	"Battery life with the included battery"
40850	"Con"	"Pain in the Tush to type in names"
40851	"Con"	"Battery Life"
40852	"Con"	"Headset jack, inputting phone numbers, 'goodbye' message when shutting off phone."
40853	"Con"	"not Bluetooth compatible; can't download rings; awkward to look up numbers by name"
40854	"Con"	"Poor manual, phone book does not alphabetize, OEM battery life a bit short."
40855	"Con"	"phonebook (can get used to it), alarm must be set with 24hour clock"
40856	"Con"	"Very small when closed.  The phonebook is a little clumsy.  T9 confuses me."
40857	"Con"	"difficult to access names/numbers, heavy weight for its size, only 1 ""real"" ring tone"
40858	"Con"	"battery life, reliability, fragile"
40859	"Con"	"phonebook not alphabetical, switches to easily to analog in solid digital areas"
40860	"Con"	"finding a name is bad, Battery life is very small,"
40861	"Con"	"Sound quality, weak analog mode"
40862	"Con"	"Voice activation is hit and miss at times"
40863	"Con"	"No ability to disable t-9. No included software for scheduler. No ring tones"
40864	"Con"	"It broke several times!"
40865	"Con"	"phonebook not alphabetized, limited ring tones"
40866	"Con"	"inability to communicate with pc's"
40867	"Con"	"Almost TOO small in size; a bit difficult to plug charger into."
40868	"Con"	"A confusing menu system and an antenna that is pretty flimsy"
40869	"Con"	"Flimsy antenna which has already broken on mine!"
40870	"Con"	"Doesn't always get great reception"
40871	"Con"	"Difficult menu system to figure out initially"
40872	"Con"	"Maybe a little too small and compact."
40873	"Con"	"Antenna should be sturdier."
40874	"Con"	"None to speak of"
40875	"Con"	"screen can be easily scratched, antenna flimsy when fully extended"
40876	"Con"	"No day/time stamp on caller ID, flimsy antenna"
40877	"Con"	"Some features difficult to access"
40878	"Con"	"Sometimes hard to hear"
40879	"Con"	"none"
40880	"Con"	"No calculator, not as many assesories as Nokia"
40881	"Con"	"Antenna -- just leave it down."
40882	"Con"	"Weak antenna."
40883	"Con"	"Hard to read display"
40884	"Con"	"a bit strange looking stock color choices are few"
40885	"Con"	"Annoying antenna and mushy keys make up short con list"
40886	"Con"	"Antenna seems fragile when extended, musical tones aren't ""super loud"""
40887	"Con"	"Antenna could be better"
40888	"Con"	"Very low key volume, antenna seems fragile, small LCD screen, no games :)"
40889	"Con"	"Doesn't come with a desktop charger. Display doesn't show minutes used while talking."
40890	"Con"	"Muffled tones (may be just mine), no proven track record."
40891	"Con"	"Cheap antenna, buttons a little hard to push, not a TON of features"
40892	"Con"	"Bad antennae design. Cumbersome menu system. Bad earpeice ergonomics."
40893	"Con"	"Buggy web browser, buggy battery meter"
40894	"Con"	"Fragile antenna"
40895	"Con"	"Poor battery life, dropped calls, fictional digital mode, fragile antenna, need I go on?"
40896	"Con"	"Flimsy Antenna"
40897	"Con"	"Don't like extending antennas, listening is more difficult than it should be."
40898	"Con"	"Menu system is complicated"
40899	"Con"	"Antennas break easily, not E911-capable, hard to find a carrier for it."
40900	"Con"	"Reception, Antenna, Accessories, Tracfone Service"
40901	"Con"	"Antenna, Antenna, Antenna, ever so small bugs in OS."
40902	"Con"	"ANTENNA!!!  Somewhat larger than the flip phones, two leather cases both did not work!"
40903	"Con"	"small screen, hard on the hands"
40904	"Con"	"antenna easy to bend"
40905	"Con"	"Antenna, Battery Door, Faceplate Replacement, Analog Drops, Radiation"
40906	"Con"	"n/a"
40907	"Con"	"Sometimes confusing menus and dorky antenna"
40908	"Con"	"None so far!"
40909	"Con"	"reception is not always great, hard to hear inside w/ background noise"
40910	"Con"	"Not easy to read display, loudness of earpiece"
40911	"Con"	"The antenna is very flimsy, menu is fairly hard to learn"
